id,text,score,author,movie,split
281,Quedó debiendo muchísimo. La trama se desinfla a mitad. Algo rescata la fotografía.,2.8,María,Soul,train
270,No cumple lo prometido. Los efectos especiales apenas salvan algunos momentos. Le falta alma.,2.3,María,Arrival,train
344,"Esperaba más. El final es predecible. No la odié, pero tampoco la disfrutaría de nuevo.",2.2,Ana,Dune,train
803,Maravillosa. Fotografía y música sobresalientes. La vería mil veces.,4.7,FHG,Interstellar,train
407,Tiene luces y sombras. Algunos chistes caen planos. Ideal para una tarde lluviosa.,3.6,Ana,Everything Everywhere All at Once,train
364,Decepcionante pero con algún destello. El final es predecible. Le falta alma.,2.1,Carlos,La La Land,valid
108,No la recomiendo en absoluto. El sonido es confuso. Salí del cine antes de que terminara.,1.1,FHG,Dune,train
523,Tiene luces y sombras. El ritmo mantiene la atención. Ideal para una tarde lluviosa.,3.1,María,Whiplash,train
800,Me gustó bastante. La fotografía es preciosa. Seguro la veré otra vez.,4.4,Lucía,Parasite,test
740,"Muy disfrutable. El clímax emociona. Con pequeños fallos, pero funciona.",4.2,María,Mad Max: Fury Road,train
349,Decepcionante pero con algún destello. La música intenta levantar la historia. Algo rescata la fotografía.,2.0,Ana,Whiplash,train
397,Se queda a medias. El ritmo es irregular. Una pena.,2.6,Lucía,Soul,test
710,Recomendable. El guion mantiene el suspense. Vale la entrada.,4.1,FHG,Coco,train
295,Esperaba más. El final es predecible. Una pena.,2.7,María,Joker,train
996,Inolvidable. Cada plano es arte puro. La mejor del año.,4.8,Carlos,Interstellar,test
969,Cine del bueno. Una montaña rusa de emociones. Inolvidable.,5.0,Lucía,Coco,valid
672,Sólida de principio a fin. El humor está bien medido. Recomendada.,4.3,Diego,Mad Max: Fury Road,train
352,"Decepcionante pero con algún destello. Los personajes están poco desarrollados. Si no hay nada más, tal vez la pongas de fondo.",2.4,FHG,Parasite,train
959,Excepcional. Te atrapa desde el primer minuto. Una joya absoluta.,4.9,María,Roma,train
368,Floja en casi todo. Los efectos especiales apenas salvan algunos momentos. Solo la salva la banda sonora.,2.3,Ana,Mad Max: Fury Road,valid
422,Regular en casi todo. Nada sorprende pero nada ofende. Le doy un aprobado raspado.,3.4,Carlos,The Dark Knight,train
753,Muy disfrutable. La música te envuelve. Salí contento del cine.,4.5,FHG,Arrival,train
238,"No cumple lo prometido. Los efectos especiales apenas salvan algunos momentos. Si no hay nada más, tal vez la pongas de fondo.",2.3,FHG,Parasite,train
810,Impresionante. Una montaña rusa de emociones. Una joya absoluta.,4.8,Ana,La La Land,train
779,Me gustó bastante. El guion mantiene el suspense. Salí contento del cine.,4.5,FHG,Dune,valid
904,Maravillosa. Una montaña rusa de emociones. Salí conmovido.,4.9,Ana,Parasite,train
915,Impresionante. Fotografía y música sobresalientes. Se queda grabada en la memoria.,4.8,Lucía,Parasite,train
888,Impresionante. Una montaña rusa de emociones. Salí conmovido.,4.8,Lucía,La La Land,train
947,Maravillosa. Una montaña rusa de emociones. Inolvidable.,4.9,Carlos,Arrival,train
724,"Grata sorpresa. La fotografía es preciosa. Con pequeños fallos, pero funciona.",4.3,María,The Dark Knight,train
241,Quedó debiendo muchísimo. El ritmo es irregular. Algo rescata la fotografía.,2.6,María,Whiplash,train
557,Entretenida sin más. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.2,Lucía,Dune,train
599,Correcta pero olvidable. El ritmo mantiene la atención. Ideal para una tarde lluviosa.,3.5,Carlos,The Dark Knight,test
459,Aceptable. El reparto funciona a medias. Le doy un aprobado raspado.,3.4,FHG,Coco,train
587,Está bien para pasar el rato. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.7,Lucía,Coco,test
179,Horrible experiencia. Las actuaciones son de cartón. Ni gratis la volvería a ver.,1.3,Ana,Interstellar,valid
499,Aceptable. Algunos chistes caen planos. No destaca pero tampoco ofende.,3.2,Ana,La La Land,train
244,No cumple lo prometido. La música intenta levantar la historia. Le falta alma.,2.5,Ana,Dune,train
315,"Se queda a medias. La trama se desinfla a mitad. No la odié, pero tampoco la disfrutaría de nuevo.",2.2,FHG,Arrival,train
203,No cumple lo prometido. Los personajes están poco desarrollados. Una pena.,2.7,Lucía,Coco,train
301,"Quedó debiendo muchísimo. Los efectos especiales apenas salvan algunos momentos. Si no hay nada más, tal vez la pongas de fondo.",2.7,María,1917,train
683,Me gustó bastante. El clímax emociona. Buen trabajo del director.,4.1,Ana,1917,train
231,"Floja en casi todo. Los efectos especiales apenas salvan algunos momentos. No la odié, pero tampoco la disfrutaría de nuevo.",2.3,María,The Dark Knight,train
307,Decepcionante pero con algún destello. Los efectos especiales apenas salvan algunos momentos. Le falta alma.,2.5,FHG,Coco,train
167,Horrible experiencia. El montaje es caótico. Le pongo la peor nota posible.,1.8,María,Interstellar,valid
621,Me gustó bastante. El guion mantiene el suspense. Salí contento del cine.,4.3,Ana,Mad Max: Fury Road,train
725,"Me gustó bastante. El clímax emociona. Con pequeños fallos, pero funciona.",4.2,Carlos,Soul,train
264,"Se queda a medias. Los personajes están poco desarrollados. No la odié, pero tampoco la disfrutaría de nuevo.",2.7,Ana,La La Land,train
327,Floja en casi todo. El final es predecible. Algo rescata la fotografía.,2.8,Diego,Coco,train
233,"No cumple lo prometido. Los efectos especiales apenas salvan algunos momentos. No la odié, pero tampoco la disfrutaría de nuevo.",2.1,María,The Dark Knight,train
151,Horrible experiencia. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.5,Diego,Whiplash,train
470,Correcta pero olvidable. La ambientación destaca sobre el guion. Ideal para una tarde lluviosa.,3.7,María,Arrival,train
133,Simplemente nefasta. El guion no tiene sentido. Le pongo la peor nota posible.,1.8,Ana,Joker,train
10,Dos horas perdidas. El montaje es caótico. Se siente eterna y vacía.,1.4,Diego,Roma,train
255,Floja en casi todo. Los personajes están poco desarrollados. Algo rescata la fotografía.,2.1,María,Mad Max: Fury Road,train
953,Maravillosa. Profundamente conmovedora. Salí conmovido.,5.0,Ana,Parasite,train
380,"Se queda a medias. Los efectos especiales apenas salvan algunos momentos. No la odié, pero tampoco la disfrutaría de nuevo.",2.2,Diego,Coco,valid
582,Regular en casi todo. Algunos chistes caen planos. Ideal para una tarde lluviosa.,3.1,Lucía,Dune,test
83,Simplemente nefasta. El sonido es confuso. Ni gratis la volvería a ver.,1.1,Lucía,Interstellar,train
65,Simplemente nefasta. El sonido es confuso. Le pongo la peor nota posible.,1.7,FHG,The Dark Knight,train
768,Muy disfrutable. El humor está bien medido. Salí contento del cine.,4.1,Diego,Coco,valid
370,Decepcionante pero con algún destello. La trama se desinfla a mitad. Algo rescata la fotografía.,2.6,FHG,Joker,valid
529,Está bien para pasar el rato. El ritmo mantiene la atención. Seguramente la olvidaré pronto.,3.5,FHG,Mad Max: Fury Road,train
450,"Aceptable. Nada sorprende pero nada ofende. Cumple, aunque no sorprende.",3.8,Diego,Spider‑Verse,train
120,Simplemente nefasta. El sonido es confuso. Le pongo la peor nota posible.,1.6,FHG,Interstellar,train
774,Buen entretenimiento. La fotografía es preciosa. Vale la entrada.,4.3,María,Everything Everywhere All at Once,valid
778,Muy disfrutable. La fotografía es preciosa. Recomendada.,4.1,Diego,Whiplash,valid
665,Recomendable. Las actuaciones brillan. Salí contento del cine.,4.2,María,Everything Everywhere All at Once,train
519,Está bien para pasar el rato. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.6,Lucía,The Dark Knight,train
111,Insoportable de principio a fin. El montaje es caótico. Salí del cine antes de que terminara.,1.9,Ana,Spider‑Verse,train
705,"Buen entretenimiento. El guion mantiene el suspense. Con pequeños fallos, pero funciona.",4.5,Lucía,La La Land,train
961,Maravillosa. Te atrapa desde el primer minuto. Salí conmovido.,4.6,Diego,Joker,valid
980,Cine del bueno. Cada plano es arte puro. La mejor del año.,4.9,Carlos,Whiplash,valid
712,Me gustó bastante. El guion mantiene el suspense. Vale la entrada.,4.2,María,Whiplash,train
122,Simplemente nefasta. El montaje es caótico. Se siente eterna y vacía.,1.3,Lucía,Roma,train
713,Grata sorpresa. El clímax emociona. Buen trabajo del director.,4.3,FHG,Everything Everywhere All at Once,train
544,Correcta pero olvidable. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.1,FHG,Coco,train
479,"Está bien para pasar el rato. La ambientación destaca sobre el guion. Cumple, aunque no sorprende.",3.4,María,La La Land,train
624,Buen entretenimiento. El humor está bien medido. Salí contento del cine.,4.3,Ana,Mad Max: Fury Road,train
493,Está bien para pasar el rato. El ritmo mantiene la atención. No destaca pero tampoco ofende.,3.2,Carlos,Mad Max: Fury Road,train
679,"Sólida de principio a fin. El humor está bien medido. Con pequeños fallos, pero funciona.",4.4,María,Dune,train
859,Inolvidable. Una montaña rusa de emociones. Inolvidable.,4.9,Ana,La La Land,train
400,Esperaba más. Los personajes están poco desarrollados. Le falta alma.,2.1,FHG,Everything Everywhere All at Once,test
41,No la recomiendo en absoluto. El sonido es confuso. Le pongo la peor nota posible.,1.7,FHG,Joker,train
711,Muy disfrutable. La música te envuelve. Seguro la veré otra vez.,4.0,Lucía,Dune,train
218,"No cumple lo prometido. Los efectos especiales apenas salvan algunos momentos. No la odié, pero tampoco la disfrutaría de nuevo.",2.9,Ana,La La Land,train
308,Se queda a medias. Los personajes están poco desarrollados. Algo rescata la fotografía.,2.0,Diego,Roma,train
524,Aceptable. Buenos efectos aunque la historia es cliché. No destaca pero tampoco ofende.,3.3,Lucía,Whiplash,train
821,Obra maestra. Profundamente conmovedora. La vería mil veces.,5.0,María,Mad Max: Fury Road,train
158,Pésima película. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.3,Diego,Soul,train
251,"Esperaba más. La música intenta levantar la historia. Si no hay nada más, tal vez la pongas de fondo.",2.5,María,Spider‑Verse,train
125,Insoportable de principio a fin. Los diálogos dan vergüenza ajena. Desperdicio absoluto de tiempo.,1.1,María,Joker,train
975,Obra maestra. Profundamente conmovedora. La mejor del año.,4.7,FHG,Dune,valid
330,"Floja en casi todo. El ritmo es irregular. No la odié, pero tampoco la disfrutaría de nuevo.",2.2,Carlos,Arrival,train
350,Floja en casi todo. Los efectos especiales apenas salvan algunos momentos. Solo la salva la banda sonora.,2.8,FHG,Everything Everywhere All at Once,train
786,Grata sorpresa. La música te envuelve. Vale la entrada.,4.3,FHG,Joker,test
464,Regular en casi todo. Algunos chistes caen planos. Le doy un aprobado raspado.,3.0,María,Interstellar,train
170,Dos horas perdidas. El montaje es caótico. Se siente eterna y vacía.,1.2,Carlos,Parasite,valid
375,"No cumple lo prometido. El final es predecible. No la odié, pero tampoco la disfrutaría de nuevo.",2.5,Lucía,Dune,valid
919,Excepcional. Te atrapa desde el primer minuto. Inolvidable.,4.7,María,Joker,train
525,Regular en casi todo. El ritmo mantiene la atención. Le doy un aprobado raspado.,3.3,Carlos,The Dark Knight,train
35,Insoportable de principio a fin. El guion no tiene sentido. Se siente eterna y vacía.,1.7,María,Parasite,train
855,Obra maestra. Una montaña rusa de emociones. La vería mil veces.,4.8,FHG,Whiplash,train
310,Se queda a medias. La música intenta levantar la historia. Una pena.,2.2,FHG,Interstellar,train
761,Buen entretenimiento. La música te envuelve. Recomendada.,4.0,Ana,La La Land,valid
164,Dos horas perdidas. Los diálogos dan vergüenza ajena. Una completa decepción.,1.8,Ana,1917,valid
160,Horrible experiencia. El guion no tiene sentido. Le pongo la peor nota posible.,1.4,FHG,Coco,train
288,Decepcionante pero con algún destello. La música intenta levantar la historia. Algo rescata la fotografía.,2.4,Carlos,La La Land,train
184,Dos horas perdidas. La fotografía parece amateur. Le pongo la peor nota posible.,1.4,Ana,Everything Everywhere All at Once,test
606,"Muy disfrutable. La música te envuelve. Con pequeños fallos, pero funciona.",4.4,Ana,Spider‑Verse,train
458,Tiene luces y sombras. Nada sorprende pero nada ofende. No destaca pero tampoco ofende.,3.9,Diego,Soul,train
568,Está bien para pasar el rato. El ritmo mantiene la atención. Seguramente la olvidaré pronto.,3.8,Diego,Roma,valid
22,Insoportable de principio a fin. El guion no tiene sentido. Se siente eterna y vacía.,1.3,FHG,Interstellar,train
736,Buen entretenimiento. Las actuaciones brillan. Vale la entrada.,4.0,Carlos,Interstellar,train
777,Grata sorpresa. La fotografía es preciosa. Recomendada.,4.4,Carlos,Roma,valid
284,Floja en casi todo. El final es predecible. Solo la salva la banda sonora.,2.2,Diego,Soul,train
872,Maravillosa. Una montaña rusa de emociones. La vería mil veces.,5.0,Lucía,Dune,train
971,Obra maestra. Guion impecable y actuaciones memorables. Se queda grabada en la memoria.,4.7,Diego,Whiplash,valid
722,"Recomendable. La música te envuelve. Con pequeños fallos, pero funciona.",4.0,Carlos,Spider‑Verse,train
562,"Regular en casi todo. Nada sorprende pero nada ofende. Cumple, aunque no sorprende.",3.8,FHG,Dune,valid
161,No la recomiendo en absoluto. La fotografía parece amateur. Salí del cine antes de que terminara.,1.6,Carlos,La La Land,valid
426,Correcta pero olvidable. El reparto funciona a medias. Le doy un aprobado raspado.,3.8,María,La La Land,train
121,Horrible experiencia. Las actuaciones son de cartón. Una completa decepción.,1.6,Ana,Spider‑Verse,train
390,Se queda a medias. La trama se desinfla a mitad. Una pena.,2.8,Carlos,1917,test
128,Pésima película. El montaje es caótico. Desperdicio absoluto de tiempo.,1.3,María,Roma,train
492,"Tiene luces y sombras. Nada sorprende pero nada ofende. Cumple, aunque no sorprende.",3.3,María,Interstellar,train
754,Recomendable. La música te envuelve. Vale la entrada.,4.3,Ana,Whiplash,train
81,No la recomiendo en absoluto. El guion no tiene sentido. Una completa decepción.,1.7,Carlos,Interstellar,train
775,Grata sorpresa. La música te envuelve. Seguro la veré otra vez.,4.3,FHG,Mad Max: Fury Road,valid
518,Entretenida sin más. Algunos chistes caen planos. Ideal para una tarde lluviosa.,3.4,María,Parasite,train
805,Inolvidable. Te atrapa desde el primer minuto. Salí conmovido.,4.8,Ana,Whiplash,train
839,Cine del bueno. Profundamente conmovedora. La mejor del año.,4.7,Diego,Everything Everywhere All at Once,train
149,No la recomiendo en absoluto. La fotografía parece amateur. Salí del cine antes de que terminara.,1.5,FHG,Spider‑Verse,train
193,Simplemente nefasta. El guion no tiene sentido. Le pongo la peor nota posible.,1.5,FHG,The Dark Knight,test
23,Dos horas perdidas. El guion no tiene sentido. Se siente eterna y vacía.,1.3,Diego,Roma,train
182,No la recomiendo en absoluto. Las actuaciones son de cartón. Desperdicio absoluto de tiempo.,1.3,Ana,The Dark Knight,test
430,Correcta pero olvidable. Nada sorprende pero nada ofende. No destaca pero tampoco ofende.,3.7,Ana,Arrival,train
176,Insoportable de principio a fin. Las actuaciones son de cartón. Salí del cine antes de que terminara.,1.2,FHG,Everything Everywhere All at Once,valid
734,Sólida de principio a fin. La fotografía es preciosa. Seguro la veré otra vez.,4.4,FHG,Everything Everywhere All at Once,train
123,Simplemente nefasta. La fotografía parece amateur. Salí del cine antes de que terminara.,1.4,María,La La Land,train
858,Cine del bueno. Te atrapa desde el primer minuto. La mejor del año.,4.6,Carlos,Soul,train
951,Cine del bueno. Guion impecable y actuaciones memorables. Una joya absoluta.,4.9,Carlos,The Dark Knight,train
983,Maravillosa. Profundamente conmovedora. La mejor del año.,4.7,Lucía,Spider‑Verse,test
850,Cine del bueno. Una montaña rusa de emociones. La mejor del año.,4.8,María,Everything Everywhere All at Once,train
864,Cine del bueno. Una montaña rusa de emociones. Se queda grabada en la memoria.,4.9,Carlos,Everything Everywhere All at Once,train
213,"Se queda a medias. La música intenta levantar la historia. No la odié, pero tampoco la disfrutaría de nuevo.",2.7,Ana,Interstellar,train
67,Pésima película. Las actuaciones son de cartón. Le pongo la peor nota posible.,1.1,Ana,1917,train
581,Está bien para pasar el rato. La ambientación destaca sobre el guion. Salí neutral.,3.7,Carlos,La La Land,test
285,Floja en casi todo. Los efectos especiales apenas salvan algunos momentos. Una pena.,2.3,Ana,Coco,train
191,Horrible experiencia. La fotografía parece amateur. Salí del cine antes de que terminara.,1.5,Ana,Mad Max: Fury Road,test
85,No la recomiendo en absoluto. Las actuaciones son de cartón. Una completa decepción.,1.7,Diego,Coco,train
243,"Floja en casi todo. Los efectos especiales apenas salvan algunos momentos. Si no hay nada más, tal vez la pongas de fondo.",2.2,Carlos,Parasite,train
653,"Me gustó bastante. El humor está bien medido. Con pequeños fallos, pero funciona.",4.2,Ana,Parasite,train
548,Está bien para pasar el rato. Buenos efectos aunque la historia es cliché. No destaca pero tampoco ofende.,3.1,Carlos,Soul,train
156,Dos horas perdidas. El montaje es caótico. Desperdicio absoluto de tiempo.,1.8,Diego,1917,train
332,No cumple lo prometido. Los efectos especiales apenas salvan algunos momentos. Le falta alma.,2.2,Carlos,1917,train
884,Cine del bueno. Fotografía y música sobresalientes. Se queda grabada en la memoria.,4.8,Ana,Everything Everywhere All at Once,train
357,No cumple lo prometido. El ritmo es irregular. Solo la salva la banda sonora.,2.2,Diego,Whiplash,train
841,Impresionante. Una montaña rusa de emociones. La vería mil veces.,4.9,Diego,Roma,train
903,Excepcional. Una montaña rusa de emociones. Inolvidable.,4.6,Carlos,Soul,train
102,Horrible experiencia. El montaje es caótico. Se siente eterna y vacía.,1.1,Carlos,1917,train
229,Quedó debiendo muchísimo. La música intenta levantar la historia. Solo la salva la banda sonora.,2.2,Carlos,Parasite,train
283,Decepcionante pero con algún destello. El ritmo es irregular. Algo rescata la fotografía.,2.3,María,Spider‑Verse,train
671,Sólida de principio a fin. El clímax emociona. Seguro la veré otra vez.,4.3,Diego,Arrival,train
798,Buen entretenimiento. El humor está bien medido. Seguro la veré otra vez.,4.2,Ana,1917,test
988,Cine del bueno. Cada plano es arte puro. La vería mil veces.,4.6,Carlos,Spider‑Verse,test
960,Maravillosa. Profundamente conmovedora. Salí conmovido.,4.6,María,Soul,train
546,Tiene luces y sombras. El reparto funciona a medias. Ideal para una tarde lluviosa.,3.5,FHG,Whiplash,train
95,Dos horas perdidas. El montaje es caótico. Desperdicio absoluto de tiempo.,1.1,Diego,Parasite,train
431,"Aceptable. Buenos efectos aunque la historia es cliché. Cumple, aunque no sorprende.",3.8,Ana,Interstellar,train
865,Cine del bueno. Profundamente conmovedora. La vería mil veces.,4.9,Ana,Roma,train
279,Floja en casi todo. Los personajes están poco desarrollados. Solo la salva la banda sonora.,2.1,María,Soul,train
758,Recomendable. El clímax emociona. Buen trabajo del director.,4.3,Lucía,1917,train
566,Correcta pero olvidable. Nada sorprende pero nada ofende. Seguramente la olvidaré pronto.,3.0,Lucía,Interstellar,valid
246,"Decepcionante pero con algún destello. La trama se desinfla a mitad. Si no hay nada más, tal vez la pongas de fondo.",2.0,Diego,1917,train
333,Se queda a medias. El final es predecible. Le falta alma.,2.3,Lucía,Arrival,train
535,Tiene luces y sombras. El ritmo mantiene la atención. Salí neutral.,3.2,María,Spider‑Verse,train
569,Aceptable. El reparto funciona a medias. Le doy un aprobado raspado.,3.4,Lucía,1917,valid
449,Regular en casi todo. Buenos efectos aunque la historia es cliché. Le doy un aprobado raspado.,3.7,Lucía,Roma,train
949,Obra maestra. Cada plano es arte puro. Una joya absoluta.,4.8,Carlos,Mad Max: Fury Road,train
290,Floja en casi todo. La trama se desinfla a mitad. Solo la salva la banda sonora.,2.3,Ana,Soul,train
579,Tiene luces y sombras. La ambientación destaca sobre el guion. Seguramente la olvidaré pronto.,3.4,Ana,Interstellar,valid
143,Dos horas perdidas. El sonido es confuso. Desperdicio absoluto de tiempo.,1.1,Lucía,Coco,train
512,Tiene luces y sombras. El reparto funciona a medias. Salí neutral.,3.3,Ana,Mad Max: Fury Road,train
500,Aceptable. La ambientación destaca sobre el guion. Seguramente la olvidaré pronto.,3.4,Diego,Everything Everywhere All at Once,train
938,Inolvidable. Fotografía y música sobresalientes. La mejor del año.,4.7,FHG,Everything Everywhere All at Once,train
685,Recomendable. El humor está bien medido. Recomendada.,4.3,Carlos,Joker,train
293,Decepcionante pero con algún destello. Los personajes están poco desarrollados. Algo rescata la fotografía.,2.9,María,Roma,train
453,Está bien para pasar el rato. El reparto funciona a medias. Salí neutral.,3.0,Carlos,Soul,train
46,Pésima película. La fotografía parece amateur. Una completa decepción.,1.7,Ana,Coco,train
528,Entretenida sin más. El ritmo mantiene la atención. Salí neutral.,3.3,Carlos,Soul,train
788,"Grata sorpresa. La fotografía es preciosa. Con pequeños fallos, pero funciona.",4.3,Lucía,Dune,test
699,Buen entretenimiento. El guion mantiene el suspense. Vale la entrada.,4.4,Ana,Interstellar,train
814,Obra maestra. Profundamente conmovedora. La vería mil veces.,4.9,Lucía,Dune,train
840,Maravillosa. Te atrapa desde el primer minuto. La vería mil veces.,4.8,María,Spider‑Verse,train
561,Está bien para pasar el rato. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.3,Ana,Mad Max: Fury Road,valid
832,Maravillosa. Guion impecable y actuaciones memorables. Inolvidable.,4.9,María,Interstellar,train
931,Maravillosa. Te atrapa desde el primer minuto. Se queda grabada en la memoria.,4.9,María,La La Land,train
27,No la recomiendo en absoluto. La fotografía parece amateur. Desperdicio absoluto de tiempo.,1.2,Diego,Interstellar,train
363,Esperaba más. El ritmo es irregular. Solo la salva la banda sonora.,2.0,Carlos,Dune,valid
269,"Decepcionante pero con algún destello. Los personajes están poco desarrollados. Si no hay nada más, tal vez la pongas de fondo.",2.6,María,Joker,train
64,Insoportable de principio a fin. La fotografía parece amateur. Una completa decepción.,1.5,FHG,1917,train
994,Excepcional. Fotografía y música sobresalientes. La vería mil veces.,5.0,FHG,La La Land,test
554,Está bien para pasar el rato. Algunos chistes caen planos. Salí neutral.,3.6,FHG,Dune,train
974,Inolvidable. Guion impecable y actuaciones memorables. Salí conmovido.,4.7,Carlos,Roma,valid
34,Insoportable de principio a fin. La fotografía parece amateur. Se siente eterna y vacía.,1.5,Carlos,La La Land,train
547,Tiene luces y sombras. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.7,Diego,Interstellar,train
851,Excepcional. Una montaña rusa de emociones. La vería mil veces.,4.7,FHG,Arrival,train
618,"Buen entretenimiento. Las actuaciones brillan. Con pequeños fallos, pero funciona.",4.5,FHG,Coco,train
119,Dos horas perdidas. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.3,Diego,La La Land,train
16,Horrible experiencia. La fotografía parece amateur. Una completa decepción.,1.4,Diego,Roma,train
539,Está bien para pasar el rato. Buenos efectos aunque la historia es cliché. Ideal para una tarde lluviosa.,3.7,Carlos,Joker,train
43,No la recomiendo en absoluto. Los diálogos dan vergüenza ajena. Una completa decepción.,1.5,María,Dune,train
655,Grata sorpresa. El guion mantiene el suspense. Buen trabajo del director.,4.2,Carlos,Whiplash,train
731,"Buen entretenimiento. La fotografía es preciosa. Con pequeños fallos, pero funciona.",4.2,Lucía,Joker,train
428,Aceptable. El ritmo mantiene la atención. Seguramente la olvidaré pronto.,3.1,FHG,Coco,train
175,Dos horas perdidas. Las actuaciones son de cartón. Una completa decepción.,1.4,Ana,Everything Everywhere All at Once,valid
720,Muy disfrutable. La música te envuelve. Vale la entrada.,4.1,Ana,Everything Everywhere All at Once,train
644,Grata sorpresa. El clímax emociona. Salí contento del cine.,4.1,Lucía,The Dark Knight,train
592,"Tiene luces y sombras. El reparto funciona a medias. Cumple, aunque no sorprende.",3.3,FHG,Parasite,test
456,Aceptable. Algunos chistes caen planos. Ideal para una tarde lluviosa.,3.6,Ana,Everything Everywhere All at Once,train
735,Muy disfrutable. La música te envuelve. Vale la entrada.,4.4,Diego,1917,train
94,Horrible experiencia. El montaje es caótico. Se siente eterna y vacía.,1.9,Ana,Roma,train
910,Maravillosa. Profundamente conmovedora. La vería mil veces.,5.0,Ana,Everything Everywhere All at Once,train
312,"Quedó debiendo muchísimo. La música intenta levantar la historia. Si no hay nada más, tal vez la pongas de fondo.",2.4,Diego,Soul,train
488,Está bien para pasar el rato. La ambientación destaca sobre el guion. Salí neutral.,3.1,FHG,Joker,train
555,"Entretenida sin más. Nada sorprende pero nada ofende. Cumple, aunque no sorprende.",3.4,Ana,Interstellar,train
771,Me gustó bastante. La música te envuelve. Vale la entrada.,4.3,Carlos,Soul,valid
532,Correcta pero olvidable. Algunos chistes caen planos. Le doy un aprobado raspado.,3.4,FHG,Mad Max: Fury Road,train
154,Pésima película. Los diálogos dan vergüenza ajena. Le pongo la peor nota posible.,1.1,FHG,Mad Max: Fury Road,train
117,Simplemente nefasta. El guion no tiene sentido. Una completa decepción.,1.6,Diego,La La Land,train
668,"Sólida de principio a fin. La música te envuelve. Con pequeños fallos, pero funciona.",4.3,FHG,The Dark Knight,train
409,Entretenida sin más. El ritmo mantiene la atención. Le doy un aprobado raspado.,3.3,FHG,Spider‑Verse,train
469,Correcta pero olvidable. Algunos chistes caen planos. Ideal para una tarde lluviosa.,3.1,Carlos,Whiplash,train
990,Excepcional. Cada plano es arte puro. La mejor del año.,4.9,FHG,The Dark Knight,test
444,Está bien para pasar el rato. Algunos chistes caen planos. Salí neutral.,3.3,Lucía,1917,train
695,Recomendable. Las actuaciones brillan. Salí contento del cine.,4.0,Lucía,1917,train
849,Maravillosa. Una montaña rusa de emociones. La mejor del año.,4.7,Lucía,Joker,train
19,Insoportable de principio a fin. El sonido es confuso. Le pongo la peor nota posible.,1.7,FHG,Dune,train
24,Simplemente nefasta. El sonido es confuso. Ni gratis la volvería a ver.,1.9,Lucía,Mad Max: Fury Road,train
277,Esperaba más. La música intenta levantar la historia. Algo rescata la fotografía.,2.1,Lucía,1917,train
31,Horrible experiencia. El montaje es caótico. Una completa decepción.,1.4,Carlos,Dune,train
726,Recomendable. El humor está bien medido. Salí contento del cine.,4.4,Carlos,1917,train
1,Horrible experiencia. La fotografía parece amateur. Ni gratis la volvería a ver.,1.7,FHG,Mad Max: Fury Road,train
73,No la recomiendo en absoluto. El sonido es confuso. Una completa decepción.,1.4,Diego,Roma,train
784,Me gustó bastante. El clímax emociona. Recomendada.,4.0,Carlos,Parasite,test
757,Sólida de principio a fin. Las actuaciones brillan. Vale la entrada.,4.3,Carlos,Soul,train
642,Me gustó bastante. La música te envuelve. Buen trabajo del director.,4.1,María,Arrival,train
436,Está bien para pasar el rato. Buenos efectos aunque la historia es cliché. Ideal para una tarde lluviosa.,3.6,Lucía,Dune,train
526,Regular en casi todo. El reparto funciona a medias. Le doy un aprobado raspado.,3.2,Ana,Spider‑Verse,train
914,Excepcional. Profundamente conmovedora. Una joya absoluta.,4.9,María,The Dark Knight,train
116,No la recomiendo en absoluto. El guion no tiene sentido. Le pongo la peor nota posible.,1.0,Carlos,Roma,train
509,Regular en casi todo. Buenos efectos aunque la historia es cliché. Le doy un aprobado raspado.,3.3,Ana,Roma,train
33,Dos horas perdidas. La fotografía parece amateur. Le pongo la peor nota posible.,1.7,Ana,Dune,train
701,Muy disfrutable. Las actuaciones brillan. Recomendada.,4.4,Ana,1917,train
677,Sólida de principio a fin. Las actuaciones brillan. Buen trabajo del director.,4.4,FHG,The Dark Knight,train
39,No la recomiendo en absoluto. La fotografía parece amateur. Se siente eterna y vacía.,1.2,Carlos,Everything Everywhere All at Once,train
25,Horrible experiencia. Los diálogos dan vergüenza ajena. Salí del cine antes de que terminara.,1.4,Diego,Dune,train
669,"Muy disfrutable. La música te envuelve. Con pequeños fallos, pero funciona.",4.1,Lucía,Coco,train
200,Simplemente nefasta. La fotografía parece amateur. Salí del cine antes de que terminara.,1.8,Lucía,The Dark Knight,test
206,Floja en casi todo. El final es predecible. Algo rescata la fotografía.,2.6,Ana,Parasite,train
627,"Buen entretenimiento. El humor está bien medido. Con pequeños fallos, pero funciona.",4.0,Diego,Arrival,train
533,Entretenida sin más. Nada sorprende pero nada ofende. Ideal para una tarde lluviosa.,3.8,María,Roma,train
